rank,player_name,matched_user,match_type,occurrences
773,sg12x,sg12x,exact,6
774,res1000,res1000,exact,6
775,ShCola,shcola,case_insensitive,6
776,sxxxxxy,sxxxxxy,exact,6
777,麻瓜,麻瓜,exact,6
778,icyrock,icyrock,exact,6
779,岚沐,岚沐,exact,6
780,失落,失落,exact,6
781,smy,smy,exact,6
782,航爷,航爷,exact,6
783,不如原神,不如原神,exact,6
784,cicler,cicler,exact,6
785,火星监狱改造积极分子,火星监狱改造积极分子,exact,5
786,清旖,清旖,exact,5
787,lyr,lyr,exact,5
788,manglie,manglie,exact,5
789,echinochloa,echinochloa,exact,5
790,xxddl,xxddl,exact,5
791,quinta,quinta,exact,5
792,psyduck,psyduck,exact,5
793,abcde,abcde,exact,5
794,吾剑所吟乃白银赞歌,吾剑所吟乃白银赞歌,exact,5
795,咖啡,咖啡,exact,5
796,Peach15,peach15,case_insensitive,5
797,fishhhhh,fishhhhh,exact,5
798,junltx,junltx,exact,5
799,jeff,jeff,exact,5
800,道文图说,道文图说,exact,5
801,ycx,ycx,exact,5
802,ex,ex,exact,5
803,mizar,mizar,exact,5
804,不窄,不窄,exact,5
805,rick,rick,exact,5
806,bronya,bronya,exact,5
807,lwjaaaa,lwjaaaa,exact,5
808,龟速行,龟速行,exact,5
809,404-student,404-student,exact,5
810,jerry81333,jerry81333,exact,5
811,yhl,yhl,exact,5
812,妹控,妹控,exact,5
813,神之上gc,神之上gc,exact,5
814,吴文伟,吴文伟,exact,5
815,muwing,muwing,exact,5
816,horipse,horipse,exact,5
817,无敌大绿,无敌大绿,exact,5
818,空心神,空心神,exact,5
819,齐马蓝,齐马蓝,exact,5
820,carlo573,carlo573,exact,5
821,水晶,水晶,exact,5
822,kimty,kimty,exact,5
823,2441228751,2441228751,exact,5
824,niven,niven,exact,5
825,YuffiYuffi,yuffiyuffi,case_insensitive,5
826,hldbl,hldbl,exact,5
827,鸦鸦,鸦鸦,exact,5
828,aa-代打代练,aa-代打代练,exact,5
829,图南2025,图南2025,exact,5
830,yxsu,yxsu,exact,5
831,慎独ssy,慎独ssy,exact,5
832,大英警察,大英警察,exact,5
833,wyxs,wyxs,exact,5
834,饽饽,饽饽,exact,5
835,altria,altria,exact,5
836,Stanley,stanley,case_insensitive,5
837,czy111,czy111,exact,5
838,jtb0701,jtb0701,exact,5
839,熊猫头,熊猫头,exact,5
840,硕脑,硕脑,exact,5
841,薛定谔,薛定谔,exact,5
842,kot33,kot33,exact,5
843,silenceyee,silenceyee,exact,5
844,白河,白河,exact,5
845,zys123,zys123,exact,5
846,星落月,星落月,exact,5
847,catcher1234,catcher1234,exact,5
848,InfSauf,infsauf,case_insensitive,5
849,myjjjjj,myjjjjj,exact,5
850,哈扎尔,哈扎尔,exact,5
851,ytythahaha,ytythahaha,exact,5
852,请叫我火华桑,请叫我火华桑,exact,5
853,三体,三体,exact,5
854,天凉夜明,天凉夜明,exact,5
855,sigh,sigh,exact,5
856,ZWJ,zwj,case_insensitive,5
857,anubis,anubis,exact,5
858,士道鸢种,士道鸢种,exact,5
859,铁头,铁头,exact,5
860,茅台道士,茅台道士,exact,5
861,zrh,zrh,exact,5
862,hephait,hephait,exact,5
863,牧牛流马,牧牛流马,exact,5
864,QiguanSu,qiguansu,case_insensitive,5
865,山竹小爪爪,山竹小爪爪,exact,5
866,lingcen,lingcen,exact,5
867,秦宵,秦宵,exact,5
868,kotonenolove,kotonenolove,exact,5
869,ymlalala,ymlalala,exact,5
870,kaka,kaka,exact,5
871,adonkey,adonkey,exact,5
872,ws14159,ws14159,exact,5
873,MaggieZheng,maggiezheng,case_insensitive,5
874,ludeyu,ludeyu,exact,5
875,uqq,uqq,exact,5
876,shiningasuna,shiningasuna,exact,5
877,takumin,takumin,exact,5
878,Lolierl,lolierl,case_insensitive,5
879,weisanyan,weisanyan,exact,5
880,asdall,asdall,exact,5
881,goodhedge0103,goodhedge0103,exact,5
882,poidesu3814,poidesu3814,exact,5
883,玉米面,玉米面,exact,5
884,Carl,carl,case_insensitive,5
885,marquess,marquess,exact,5
886,独断万古,独断万古,exact,5
887,hqlf,hqlf,exact,5
888,soraki,soraki,exact,5
889,nitrene,nitrene,exact,5
890,勇敢牛马,勇敢牛马,exact,4
891,shawnxx,shawnxx,exact,4
892,fx,fx,exact,4
893,cqdelinzi,cqdelinzi,exact,4
894,十七,十七,exact,4
895,apple,apple,exact,4
896,ghl631,ghl631,exact,4
897,ddxy,ddxy,exact,4
898,终春凝,终春凝,exact,4
899,qa,qa,exact,4
900,huang,huang,exact,4
901,杨施瓦格,杨施瓦格,exact,4
902,chs,chs,exact,4
903,大剑虾,大剑虾,exact,4
904,北辰,北辰,exact,4
905,twistzz,twistzz,exact,4
906,terry,terry,exact,4
907,etc,etc,exact,4
908,arashi02,arashi02,exact,4
909,tungtungtungsahur,tungtungtungsahur,exact,4
910,petershen,petershen,exact,4
911,流浪的虾酱,流浪的虾酱,exact,4
912,lakewind,lakewind,exact,4
913,日火,日火,exact,4
914,菠萝小笼包,菠萝小笼包,exact,4
915,kouki531,kouki531,exact,4
916,森森,森森,exact,4
917,ERR,err,case_insensitive,4
918,NEKO,neko,case_insensitive,4
919,kongbai,kongbai,exact,4
920,kk,kk,exact,4
921,信凛,信凛,exact,4
922,牧殇,牧殇,exact,4
923,longbefore523,longbefore523,exact,4
924,captain,captain,exact,4
925,莉莉,莉莉,exact,4
926,hollync,hollync,exact,4
927,zxq51234,zxq51234,exact,4
928,15880561707,15880561707,exact,4
929,183454241,183454241,exact,4
930,SG12X,sg12x,case_insensitive,4
931,tieor,tieor,exact,4
932,zc,zc,exact,4
933,xxy,xxy,exact,4
934,minosa,minosa,exact,4
935,香香布布,香香布布,exact,4
936,臭臭一二,臭臭一二,exact,4
937,snitch1412,snitch1412,exact,4
938,mxk,mxk,exact,4
939,guugle,guugle,exact,4
940,shansere,shansere,exact,4
941,cs4717,cs4717,exact,4
942,徐景哲,徐景哲,exact,4
943,yezhishi,yezhishi,exact,4
944,W,乙木,alias,4
945,Tlaio,tlaio,case_insensitive,4
946,特拉华的皮卡丘,特拉华的皮卡丘,exact,4
947,戴斯蒙,戴斯蒙,exact,4
948,浩南,浩南,exact,4
949,NickXXX,nickxxx,case_insensitive,4
950,linxi,linxi,exact,4
951,huhu,huhu,exact,4
952,雅可,雅可,exact,4
953,胡泽宇,胡泽宇,exact,4
954,终末电车,终末电车,exact,4
955,May,may,case_insensitive,4
956,pwq00,pwq00,exact,4
957,salaman,salaman,exact,4
958,qierrrrrr,qierrrrrr,exact,4
959,BiluoSora,biluosora,case_insensitive,4
960,wx0526,wx0526,exact,4
961,takanashi,takanashi,exact,4
962,stanley,stanley,exact,4
963,lastxuan,lastxuan,exact,4
964,坏b,坏b,exact,4
965,小和尚,小和尚,exact,4
966,氵登,氵登,exact,4
967,lidamiao,lidamiao,exact,4
968,flhzg,flhzg,exact,4
969,挂B,挂b,case_insensitive,4
970,yy,yy,exact,4
971,dtjs,dtjs,exact,4
972,kiss,kiss,exact,4
973,sprite,sprite,exact,4
974,十万人爱戴的火星企业家,十万人爱戴的火星企业家,exact,4
975,想都没有,想都没有,exact,4
976,empty_zhm,empty_zhm,exact,4
977,麦,小麦,alias,4
978,err,err,exact,4
979,Rinaoto,rinaoto,case_insensitive,4
980,vicsage,vicsage,exact,4
981,这能好玩吗,这能好玩吗,exact,4
982,长乐,长乐,exact,4
983,汪一铭,汪一铭,exact,4
984,cys,cys,exact,4
985,TED,ted,case_insensitive,4
986,nanaruru,nanaruru,exact,4
987,kawasakitaki,kawasakitaki,exact,4
988,热心市民1先生,热心市民1先生,exact,4
989,幸运小马,幸运小马,exact,4
990,铭枫,铭枫,exact,4
991,小号,小号,exact,4
992,无敌大大大,无敌大大大,exact,4
993,kohaku225,kohaku225,exact,3
994,秋秋,秋秋,exact,3
995,sherlock512,sherlock512,exact,3
996,MAOZHUZI,maozhuzi,case_insensitive,3
997,‌onlooker,‌onlooker,exact,3
998,VOICER,voicer,case_insensitive,3
999,萌新美美,萌新美美,exact,3
1000,f0ld_l1ght,f0ld_l1ght,exact,3
1001,YXSu,yxsu,case_insensitive,3
1002,Milky,milky,case_insensitive,3
1003,gambler,gambler,exact,3
1004,阿欢欢欢,阿欢欢欢,exact,3
1005,nickxxx,nickxxx,exact,3
1006,lucidjellyfish,lucidjellyfish,exact,3
1007,透茗,透茗,exact,3
1008,长三,长三,exact,3
1009,wwh666,wwh666,exact,3
1010,决心不坚定,决心不坚定,exact,3
1011,rance,rance,exact,3
1012,我来监督沙瑞金,我来监督沙瑞金,exact,3
1013,zzzjjjhhhh,zzzjjjhhhh,exact,3
1014,ginger,ginger,exact,3
1015,ab087087,ab087087,exact,3
1016,wsy,wsy,exact,3
1017,盗良人,盗良人,exact,3
1018,对酒当歌,对酒当歌,exact,3
1019,小拾c,小拾c,exact,3
1020,928949719,928949719,exact,3
1021,keyangkeyang666,keyangkeyang666,exact,3
1022,Gsherray,Gsherray,exact,3
1023,sanshui,sanshui,exact,3
1024,lilSPARK,lilspark,case_insensitive,3
1025,hdjcjw,hdjcjw,exact,3
1026,奶牛,奶牛,exact,3
1027,imisswonder,imisswonder,exact,3
1028,罗小黑,罗小黑,exact,3
1029,Dogelas,dogelas,case_insensitive,3
1030,sa,sa,exact,3
1031,nm,nm,exact,3
1032,邪恶boss,邪恶boss,exact,3
1033,M7-11,m7-11,case_insensitive,3
1034,roland,roland,exact,3
1035,法向量,法向量,exact,3
1036,yhhe,yhhe,exact,3
1037,522630,522630,exact,3
1038,labb,labb,exact,3
1039,萌新,萌新,exact,3
1040,142857,142857,exact,3
1041,HAO,hao,case_insensitive,3
1042,maomao,maomao,exact,3
1043,song,song,exact,3
1044,芳菲荼蘼,芳菲荼蘼,exact,3
1045,kelvin,kelvin,exact,3
1046,键盘狂奔鸡,键盘狂奔鸡,exact,3
1047,XX,xx,case_insensitive,3
1048,xqc,xqc,exact,3
1049,akikaze,akikaze,exact,3
1050,destiny,destiny,exact,3
1051,pigeeyupi,pigeeyupi,exact,3
1052,seventeen,seventeen,exact,3
1053,wugehetao,wugehetao,exact,3
1054,薯来宝,薯来宝,exact,3
1055,火羽夏风,火羽夏风,exact,3
1056,black_uuz,black_UUZ,case_insensitive,3
1057,短指甲龙子,短指甲龙子,exact,3
1058,painkillee,painkillee,exact,3
1059,hehe3,hehe3,exact,3
1060,chieribot,chieribot,exact,3
1061,shallow,shallow,exact,3
1062,shallowmoon,shallowmoon,exact,3
1063,namedal,namedal,exact,3
1064,origami,origami,exact,3
1065,小wish,小wish,exact,3
1066,aaass12321,aaass12321,exact,3
1067,trisurge,trisurge,exact,3
1068,dreamwind,dreamwind,exact,3
1069,漂那个浮,漂那个浮,exact,3
1070,牛,奶牛,alias,3
1071,sky,sky,exact,3
1072,星,yuexing,alias,3
1073,雾雨咖喱,雾雨咖喱,exact,3
1074,大光头,大光头,exact,3
1075,Shansere,shansere,case_insensitive,3
1076,JYmiao,jymiao,case_insensitive,3
1077,7x,7x,exact,3
1078,陆唐儿,陆唐儿,exact,3
1079,qiuly,qiuly,exact,3
1080,文央仲未,文央仲未,exact,3
1081,暮光闪闪,暮光闪闪,exact,3
1082,frankzhou,frankzhou,exact,3
1083,小胜陈,小胜陈,exact,3
1084,凉江,凉江,exact,3
1085,hsmh114514,hsmh114514,exact,3
1086,hxt,hxt,exact,3
1087,宁凡心,宁凡心,exact,3
1088,一山,一山,exact,3
1089,cfy040218,cfy040218,exact,3
1090,疯法师,疯法师,exact,3
1091,monei,monei,exact,3
1092,冬洋·wu,冬洋·wu,exact,3
1093,abcdefg,abcdefg,exact,3
1094,墨鱼丸123,墨鱼丸123,exact,3
1095,Mayo,mayo,case_insensitive,3
1096,xuedineniu,xuedineniu,exact,3
1097,Jasmine,jasmine,case_insensitive,3
1098,xyh,xyh,exact,3
1099,11111,11111,exact,3
1100,y。,y。,exact,3
1101,cici1025,cici1025,exact,3
1102,浮生无梦,浮生无梦,exact,3
1103,童话,童话,exact,3
1104,ploire,ploire,exact,3
1105,mouliu,mouliu,exact,3
1106,Yinlianlei,yinlianlei,case_insensitive,3
1107,支支,支支,exact,3
1108,狗粮,狗粮,exact,3
1109,华雄,华雄,exact,3
1110,二十禾,二十禾,exact,3
1111,puxi33,puxi33,exact,3
1112,xiang0,xiang0,exact,3
1113,xjj,xjj,exact,3
1114,韮芙,韮芙,exact,3
1115,zhongye,zhongye,exact,3
1116,jojo123,jojo123,exact,3
1117,丰川祥子,丰川祥子,exact,3
1118,liangpi,liangpi,exact,3
1119,日安,日安,exact,3
1120,euphoria,euphoria,exact,3
1121,bytr,bytr,exact,3
1122,swws,swws,exact,3
1123,虚霩,虚霩,exact,3
1124,korgast,korgast,exact,3
1125,184,184,exact,3
1126,yeeziiii,yeeziiii,exact,3
1127,Qingcen,qingcen,case_insensitive,3
1128,YeeZiiii,yeeziiii,case_insensitive,3
1129,LeeMoon,leemoon,case_insensitive,3
1130,FranklinChan,FranklinChan,exact,3
1131,刀刀给你一拳,刀刀给你一拳,exact,3
1132,97,97,exact,3
1133,比翼瑶光,比翼瑶光,exact,3
1134,zst123,zst123,exact,3
1135,hindsight,hindsight,exact,3
1136,a00sd52,a00sd52,exact,3
1137,林之父,林之父,exact,3
1138,chiyo0131,chiyo0131,exact,3
1139,调和,调和,exact,3
1140,Yore_ripples,yore_ripples,case_insensitive,3
1141,jiejie176635,jiejie176635,exact,3
1142,我避他锋芒？,我避他锋芒？,exact,3
1143,G_Man,g_man,case_insensitive,3
1144,niksen,niksen,exact,3
1145,珍惜氧化钙,珍惜氧化钙,exact,3
1146,菜丁,菜丁,exact,3
1147,wznb,wznb,exact,3
1148,konan,konan,exact,3
1149,奈 何,奈 何,exact,3
1150,一只翡翠,一只翡翠,exact,3
1151,VVA,vva,case_insensitive,3
1152,lazy1021,lazy1021,exact,3
1153,七月与冰淇淋,七月与冰淇淋,exact,3
1154,mjq2025,mjq2025,exact,3
1155,拾光,拾光,exact,3
1156,michel,michel,exact,3
1157,newanderer,newanderer,exact,3
1158,萌新月色,萌新月色,exact,3
1159,小珀尔,小珀尔,exact,3
1160,hyton,hyton,exact,3
1161,ripples,ripples,exact,3
1162,Ying,ying,case_insensitive,3
1163,antares,antares,exact,3
1164,scz,scz,exact,3
1165,🍁,🍁,exact,3
1166,www,www,exact,3
1167,马晓坤,马晓坤,exact,3
1168,linzixuan,linzixuan,exact,3
1169,周润璞,周润璞,exact,3
1170,羡南,羡南,exact,2
1171,蒸蒸日上,蒸蒸日上,exact,2
1172,heroyoung,heroyoung,exact,2
1173,快边,快边,exact,2
1174,lenger2013,lenger2013,exact,2
1175,雾夜,雾夜,exact,2
1176,sofu,sofu,exact,2
1177,哈斯塔,哈斯塔,exact,2
1178,aqua,aqua,exact,2
1179,yycc,yycc,exact,2
1180,amos何,amos何,exact,2
1181,无语-s,无语-s,exact,2
1182,惊棠,惊棠,exact,2
1183,不甚,不甚,exact,2
1184,vuuv,vuuv,exact,2
1185,cd,cd,exact,2
1186,827717358,827717358,exact,2
1187,biang,biang,exact,2
1188,stmx0v0,stmx0v0,exact,2
1189,司幽,司幽,exact,2
1190,吴世勋夫人,吴世勋夫人,exact,2
1191,yihuiyun1314,yihuiyun1314,exact,2
1192,白树,白树,exact,2
1193,xianci,xianci,exact,2
1194,midutisn,midutisn,exact,2
1195,AwakingPenguin,awakingpenguin,case_insensitive,2
1196,sling,sling,exact,2
1197,sean4824,sean4824,exact,2
1198,凡尘,凡尘,exact,2
1199,清明雨珠,清明雨珠,exact,2
1200,LANQ,lanq,case_insensitive,2
1201,hoho3332,hoho3332,exact,2
1202,阿离,阿离,exact,2
1203,yaya51995,yaya51995,exact,2
1204,rocatsin,rocatsin,exact,2
1205,求索,求索,exact,2
1206,yina,yina,exact,2
1207,诗缘,诗缘,exact,2
1208,肾虚的羊驼,肾虚的羊驼,exact,2
1209,炎灾鸦,炎灾鸦,exact,2
1210,kcactus,kcactus,exact,2
1211,neonlium,neonlium,exact,2
1212,hecate0034,hecate0034,exact,2
1213,古11111,古11111,exact,2
1214,myyo,myyo,exact,2
1215,小翠,小翠,exact,2
1216,ruarua,ruarua,exact,2
1217,bwxl,bwxl,exact,2
1218,alin123456,alin123456,exact,2
1219,xqqqqq,xqqqqq,exact,2
1220,铁笛,铁笛,exact,2
1221,veneto,veneto,exact,2
1222,fanjiahe,fanjiahe,exact,2
1223,chingyueh,chingyueh,exact,2
1224,phoenix_tt,phoenix_tt,exact,2
1225,bxbx,bxbx,exact,2
1226,arkqian,arkqian,exact,2
1227,妖宴,妖宴,exact,2
1228,llllllll,llllllll,exact,2
1229,mirage,mirage,exact,2
1230,bbyhanyc,bbyhanyc,exact,2
1231,Nickxxx,nickxxx,case_insensitive,2
1232,DARKER,darker,case_insensitive,2
1233,no22,no22,exact,2
1234,aetheryog,aetheryog,exact,2
1235,vino,vino,exact,2
1236,yqhqnyh,yqhqnyh,exact,2
1237,sheng,sheng,exact,2
1238,古夫·符文图腾,古夫·符文图腾,exact,2
1239,沙漠骆驼,沙漠骆驼,exact,2
1240,hulai,hulai,exact,2
1241,hecunren1,hecunren1,exact,2
1242,liuhui,liuhui,exact,2
1243,资本巨饿小曲子,资本巨饿小曲子,exact,2
1244,良子,良子,exact,2
1245,wuwenhao,wuwenhao,exact,2
1246,FFFD3,fffd3,case_insensitive,2
1247,aozi,aozi,exact,2
1248,seele,seele,exact,2
1249,xb,xb,exact,2
1250,超级聪明猫猫,超级聪明猫猫,exact,2
1251,desperado,desperado,exact,2
1252,1472067571,1472067571,exact,2
1253,zixni,zixni,exact,2
1254,birdpig,birdpig,exact,2
1255,究极艾斯比,究极艾斯比,exact,2
1256,Pete宝,pete宝,case_insensitive,2
1257,李晔,李晔,exact,2
1258,西瓜,西瓜,exact,2
1259,Wen,wen,case_insensitive,2
1260,Sian,sian,case_insensitive,2
1261,Kanon,kanon,case_insensitive,2
1262,毁灭之疾风爆裂弹,毁灭之疾风爆裂弹,exact,2
1263,zzz111,zzz111,exact,2
1264,happysheep,happysheep,exact,2
1265,钟箐楠,钟箐楠,exact,2
1266,ERPAN,erpan,case_insensitive,2
1267,Luu3na,luu3na,case_insensitive,2
1268,ihz,ihz,exact,2
1269,ocfjjkv,ocfjjkv,exact,2
1270,jhdqe,jhdqe,exact,2
1271,Spectator121,spectator121,case_insensitive,2
1272,鲟鱼369,鲟鱼369,exact,2
1273,星瞳の辞,星瞳の辞,exact,2
1274,Twistzz,twistzz,case_insensitive,2
1275,YMlalala,ymlalala,case_insensitive,2
1276,shaise,shaise,exact,2
1277,pyrrhus,pyrrhus,exact,2
1278,QXL,qxl,case_insensitive,2
1279,Khan,khan,case_insensitive,2
1280,lpl,lpl,exact,2
1281,铀g,铀g,exact,2
1282,lyy,lyy,exact,2
1283,ktozni,ktozni,exact,2
1284,阿钰,阿钰,exact,2
1285,hansgu,hansgu,exact,2
1286,2562700153,2562700153,exact,2
1287,wenxiong622,wenxiong622,exact,2
1288,mjfklaw,mjfklaw,exact,2
1289,alley-caesar,alley-caesar,exact,2
1290,warmsnow,warmsnow,exact,2
1291,614152494,614152494,exact,2
1292,miss cat,miss cat,exact,2
1293,LH,lh,case_insensitive,2
1294,猫猫头,猫猫头,exact,2
1295,修仙,修仙,exact,2
1296,zhuzi,zhuzi,exact,2
1297,谁偷我电谁沙币,谁偷我电谁沙币,exact,2
1298,我要种树,我要种树,exact,2
1299,xe,xe,exact,2
1300,tyr,tyr,exact,2
1301,IKUN,ikun,case_insensitive,2
1302,jifaley,jifaley,exact,2
1303,sbbb1234,sbbb1234,exact,2
1304,怨水念梦,怨水念梦,exact,2
1305,熏熏子,熏熏子,exact,2
1306,ywl,ywl,exact,2
1307,zzzsj2,zzzsj2,exact,2
1308,节分,节分,exact,2
1309,hjjmz,hjjmz,exact,2
1310,冬冬,冬冬,exact,2
1311,zhushou2333,zhushou2333,exact,2
1312,Spurs001,spurs001,case_insensitive,2
1313,ZhuShou2333,zhushou2333,case_insensitive,2
1314,EnderHL,enderhl,case_insensitive,2
1315,jiji626,jiji626,exact,2
1316,FrankZhou,frankzhou,case_insensitive,2
1317,loapwm,loapwm,exact,2
1318,不是原神玩家,不是原神玩家,exact,2
1319,d19783205,d19783205,exact,2
1320,enderhl,enderhl,exact,2
1321,AssassinMo,assassinmo,case_insensitive,2
1322,魏良,魏良,exact,2
1323,wkgenius666,wkgenius666,exact,2
1324,agentcoco,agentcoco,exact,2
1325,并肥骑士,并肥骑士,exact,2
1326,cloud,cloud,exact,2
1327,Nora,Nora,exact,2
1328,藏锋,藏锋,exact,2
1329,metroleo,metroleo,exact,2
1330,scp233,scp233,exact,2
1331,socrates,socrates,exact,2
1332,leaf1,leaf1,exact,2
1333,protectme123,protectme123,exact,2
1334,我太帅了,我太帅了,exact,2
1335,jia,jia,exact,2
1336,xing,xing,exact,2
1337,sakurakaiju,sakurakaiju,exact,2
1338,liz0203,liz0203,exact,2
1339,ZZZ,zzz,case_insensitive,2
1340,备用房主,备用房主,exact,2
1341,zhj,zhj,exact,2
1342,Karozz,karozz,case_insensitive,2
1343,niki,niki,exact,2
1344,Qinchen1027,qinchen1027,case_insensitive,2
1345,starry,starry,exact,2
1346,lizabove,lizabove,exact,2
1347,干特,干特,exact,2
1348,sxy,sxy,exact,2
1349,zbh,zbh,exact,2
1350,爱吃糯米,爱吃糯米,exact,2
1351,seekerx,seekerx,exact,2
1352,叫叫哥哥,叫叫哥哥,exact,2
1353,wxiaoer,wxiaoer,exact,2
1354,ALOOON,alooon,case_insensitive,2
1355,miloo,miloo,exact,2
1356,zzzzxy,zzzzxy,exact,2
1357,清明.,清明.,exact,2
1358,飞幻梦,飞幻梦,exact,2
1359,李立文,李立文,exact,2
1360,cl123,cl123,exact,2
1361,MJQ,mjq,case_insensitive,2
1362,xy666,xy666,exact,2
1363,newmars,newmars,exact,2
1364,打脸哥,打脸哥,exact,2
1365,书山,书山,exact,2
1366,萌梵,萌梵,exact,2
1367,guixin,guixin,exact,2
1368,z67145175,z67145175,exact,2
1369,kevin,kevin,exact,2
1370,owl,owl,exact,2
1371,1224798779,1224798779,exact,2
1372,Ki,ki,case_insensitive,2
1373,動物園園長,動物園園長,exact,2
1374,exce11ent,exce11ent,exact,2
1375,acoer,acoer,exact,2
1376,琥珀,琥珀,exact,2
1377,birmingham,birmingham,exact,2
1378,ice_change,ice_change,exact,2
1379,taleofus,taleofus,exact,2
1380,mcx,mcx,exact,2
1381,神勒个良,神勒个良,exact,2
1382,smile,smile,exact,2
1383,走路且摔死,走路且摔死,exact,2
1384,nobody,nobody,exact,2
1385,Hao,hao,case_insensitive,2
1386,798170621,798170621,exact,2
1387,BakaLuLuXH,bakaluluxh,case_insensitive,2
1388,hgft_1606,hgft_1606,exact,2
1389,小慧,小慧,exact,2
1390,yf1036291925,yf1036291925,exact,2
1391,anti,anti,exact,2
1392,franklinchan,FranklinChan,case_insensitive,2
1393,drlf,drlf,exact,2
1394,硫酸钡式量233,硫酸钡式量233,exact,2
1395,chenleizhi,chenleizhi,exact,2
1396,毛线和德式桌游玩家yyf,毛线和德式桌游玩家yyf,exact,2
1397,1234567,1234567,exact,2
1398,Ikun,ikun,case_insensitive,2
1399,vv0318,vv0318,exact,2
1400,雷火剑公主,雷火剑公主,exact,2
1401,yongrichard,yongrichard,exact,2
1402,千晴千秋,千晴千秋,exact,2
1403,unnamed,unnamed,exact,2
1404,吟游诗人,吟游诗人,exact,2
1405,大师,franklinchan,alias,2
1406,yyy,yyy,exact,2
1407,文奇,文奇,exact,2
1408,Yz,yz,case_insensitive,2
1409,溯源,溯源,exact,2
1410,kalads,kalads,exact,2
1411,nobody1412,nobody1412,exact,2
1412,guanle,guanle,exact,2
1413,车干,车干,exact,2
1414,azzhh,azzhh,exact,2
1415,adam1203,adam1203,exact,2
1416,Aipotu,aipotu,case_insensitive,2
1417,王尔德,王尔德,exact,2
1418,raindragonking,raindragonking,exact,2
1419,梅一,梅一,exact,2
1420,act5ts,act5ts,exact,2
1421,kalipolis,kalipolis,exact,2
1422,fanfan1006,fanfan1006,exact,2
1423,qfyyyyyyy,qfyyyyyyy,exact,2
1424,黑兰,黑兰,exact,2
1425,youqi0096,youqi0096,exact,2
1426,一盘琦,一盘琦,exact,2
1427,wnywny123,wnywny123,exact,2
1428,isheach,isheach,exact,2
1429,twer,twer,exact,2
1430,布丁猫,布丁猫,exact,2
1431,paul.g,paul.g,exact,2
1432,来玩鸦,来玩鸦,exact,2
1433,小新,小新,exact,2
1434,shiyan233,shiyan233,exact,2
1435,Sanduo,sanduo,case_insensitive,2
1436,yjhs,yjhs,exact,2
1437,Huckebein,huckebein,case_insensitive,2
1438,reignslei,reignslei,exact,2
1439,beiyuan,beiyuan,exact,2
1440,洛克查得,洛克查得,exact,2
1441,lqk,lqk,exact,2
1442,Marquess,marquess,case_insensitive,2
1443,autumn,autumn,exact,2
1444,褚辞,褚辞,exact,2
1445,lds,lds,exact,2
1446,伟大的小不✌️,伟大的小不✌️,exact,2
1447,Biaodi,biaodi,case_insensitive,2
1448,ln,ln,exact,2
1449,太七五,太七五,exact,2
1450,布伦希尔德,布伦希尔德,exact,2
1451,zzzzn,zzzzn,exact,2
1452,dandan,dandan,exact,2
1453,gxxx,gxxx,exact,2
1454,nozessraudl,nozessraudl,exact,2
1455,Hirah,hirah,case_insensitive,2
1456,Leonchokyan,leonchokyan,case_insensitive,2
1457,zzq,zzq,exact,2
1458,小潘,小潘,exact,2
1459,ez_ysx,ez_ysx,exact,2
1460,Alon,alon,case_insensitive,2
1461,yian,yian,exact,2
1462,aLOON,aloon,case_insensitive,2
1463,k3k,k3k,exact,2
1464,WNYwny123,wnywny123,case_insensitive,2
1465,yxyzw,yxyzw,exact,1
1466,bishui,bishui,exact,1
1467,星期三,星期三,exact,1
1468,taoyx,taoyx,exact,1
1469,squidward,squidward,exact,1
1470,cc,cc,exact,1
1471,zhlin,zhlin,exact,1
1472,Qxl,qxl,case_insensitive,1
1473,Jbhfpku,jbhfpku,case_insensitive,1
1474,uyany,uyany,exact,1
1475,Greennec,greennec,case_insensitive,1
1476,avalon,avalon,exact,1
1477,浮生未歇,浮生未歇,exact,1
1478,ShawnXX,shawnxx,case_insensitive,1
1479,softzoo,softzoo,exact,1
1480,force66,force66,exact,1
1481,force77,force77,exact,1
1482,kleebody,kleebody,exact,1
1483,George sun,george sun,case_insensitive,1
1484,超超超爱玩,超超超爱玩,exact,1
1485,blue寒风,blue寒风,exact,1
1486,迪克男人,迪克男人,exact,1
1487,云倚,云倚,exact,1
1488,xwh1004,xwh1004,exact,1
1489,Pandas,pandas,case_insensitive,1
1490,Rubyho,rubyho,case_insensitive,1
1491,晓鹿不是陆,晓鹿不是陆,exact,1
1492,终究错付,终究错付,exact,1
1493,王洪武,王洪武,exact,1
1494,liujiangchuan,liujiangchuan,exact,1
1495,jiejie,jiejie,exact,1
1496,agiao,agiao,exact,1
1497,aoan,aoan,exact,1
1498,zangsijia,zangsijia,exact,1
1499,rhein,rhein,exact,1
1500,Cr0w,cr0w,case_insensitive,1
1501,Myyo,myyo,case_insensitive,1
1502,amy,amy,exact,1
1503,LIPU,lipu,case_insensitive,1
1504,lhh,lhh,exact,1
1505,wenqingyut,wenqingyut,exact,1
1506,elfania,elfania,exact,1
1507,臭宝,臭宝,exact,1
1508,步冉,步冉,exact,1
1509,239423330551,239423330551,exact,1
1510,flowersxxl,flowersxxl,exact,1
1511,EX,ex,case_insensitive,1
1512,大董不懂,大董不懂,exact,1
1513,aoba,aoba,exact,1
1514,我叼你老母,我叼你老母,exact,1
1515,佛系,佛系,exact,1
1516,lanzhou,lanzhou,exact,1
1517,NH4,nh4,case_insensitive,1
